item,itemLabel,itemDescription,twitterName,twitterID,twitterFollowers,sitelinks
http://www.wikidata.org/entity/Q307918,Özlem Bulut,Turkish opera singer and singer,ozlembulutband,2339983480,172,1
http://www.wikidata.org/entity/Q307920,Özlem Demirel,Turkish born German politician,oezlemademirel,406893885,4765,8
http://www.wikidata.org/entity/Q310052,Joe Strummer,"British singer, musician and songwriter (1952-2002)",JoeStrummer,880011856223535104,,44
http://www.wikidata.org/entity/Q313923,Nouriel Roubini,American economist,Nouriel,19224439,503604,38
http://www.wikidata.org/entity/Q313923,Nouriel Roubini,American economist,Nouriel,19224439,448141,38
http://www.wikidata.org/entity/Q317704,Tchéky Karyo,French actor,tchekykaryo,164165863,,31
http://www.wikidata.org/entity/Q317853,Abdüllatif Şener,Turkish politician,senerabdullatif,217133632,,8
http://www.wikidata.org/entity/Q319907,Can Bonomo,Turkish rock singer,canbonomo,109537107,875079,33
http://www.wikidata.org/entity/Q326849,Rafet El Roman,Turkish musician,elromanrafet,359603899,96197,9
http://www.wikidata.org/entity/Q328247,Acun Ilıcalı,"Turkish television personality, producer, actor and sport journalist",acunilicali,342562305,4856013,14
http://www.wikidata.org/entity/Q328878,Levent Yüksel,Turkish singer,leventyuksel,http://www.wikidata.org/.well-known/genid/ee0df2e8abc8b375392bc7ef04c1152c,,9
http://www.wikidata.org/entity/Q331711,Mustafa Sandal,Turkish singer-songwriter,mustinetnet,155354415,1094809,33
http://www.wikidata.org/entity/Q334814,Ümit Besen,Turkish singer,umitbesen,93379868,4991,6
http://www.wikidata.org/entity/Q334814,Ümit Besen,Turkish singer,umitbesen,93379868,4581,6
http://www.wikidata.org/entity/Q337523,Kıraç,Turkish musician,alitufankirac,141736545,161351,7
http://www.wikidata.org/entity/Q338148,İlker Başbuğ,Turkish general,ilkerbasbugcom,502756526,1070431,16
http://www.wikidata.org/entity/Q342864,Cem Uzan,Turkish businessman,CemCUzan,1015228375,40397,8
http://www.wikidata.org/entity/Q343274,İbrahim Erkal,"Turkish singer, songwriter and actor",ibrahimerkal_,2780483516,7486,6
http://www.wikidata.org/entity/Q343394,İbrahim Tatlıses,Turkish musician,imparatoribo,184187250,509969,29
http://www.wikidata.org/entity/Q343585,İlhan Cihaner,Turkish lawyer and politician,ilhancihaner,187641987,371020,5
http://www.wikidata.org/entity/Q343746,İlkan Karaman,Turkish basketball player,ilknkrmn,118751497,20548,10
http://www.wikidata.org/entity/Q343766,İlkay Akkaya,Turkish singer,kizilirmakilkay,257941615,299874,4
http://www.wikidata.org/entity/Q344368,İzel,Turkish singer,izelcelikozz,http://www.wikidata.org/.well-known/genid/06136780e870b13cafbe1f6664fb0c3a,,17
http://www.wikidata.org/entity/Q344531,İzzet Türkyılmaz,Turkish basketball player,izzetturkyilmaz,193433088,8122,10
http://www.wikidata.org/entity/Q347172,Sabri Sarıoğlu,Turkish footballer,sbrymr,http://www.wikidata.org/.well-known/genid/0583f251fab8aad1fd9e4d2496643146,,31
http://www.wikidata.org/entity/Q347327,Servet Çetin,Turkish footballer,servet_cetin76,485932439,88137,31
http://www.wikidata.org/entity/Q355668,Adem Kılıççı,Turkish boxer,adem_kilicci,239056915,27395,13
http://www.wikidata.org/entity/Q366274,Melih Gökçek,Turkish politician,06melihgokcek,236131165,4293022,15
http://www.wikidata.org/entity/Q371432,Hayati Yazıcı,Turkish politician,hayati_yazici,1600967762,469867,7
http://www.wikidata.org/entity/Q373424,Saadet Aksoy,Turkish actress,saadetisilaksoy,98731883,34705,19
http://www.wikidata.org/entity/Q378768,Rıza Çalımbay,Turkish football player and manager,RCALIMBAY,2161783717,15385,15
http://www.wikidata.org/entity/Q379868,Orhan Miroğlu,Turkish journalist,OrhanMiroglu,908343776107794433,,7
http://www.wikidata.org/entity/Q381715,Faruk Çelik,Turkish politician,farukcelikcomtr,492163600,1261272,8
http://www.wikidata.org/entity/Q382316,Gökhan Özen,Turkish singer,gokhanozen,236942183,992628,10
http://www.wikidata.org/entity/Q388023,Şahika Ercümen,World record holder Turkish female free diver,sahikaercumen,160508331,34434,16
http://www.wikidata.org/entity/Q388027,Şahan Gökbakar,Turkish actor,sgokbakar,292535614,2384283,13
http://www.wikidata.org/entity/Q388027,Şahan Gökbakar,Turkish actor,sgokbakar,292535614,2348338,13
http://www.wikidata.org/entity/Q388757,Şehrazat,Turkish songwriter,sehrazatmusic,69895856,205491,21
http://www.wikidata.org/entity/Q388852,Şenol Bal,Turkish politician and university teacher,senolsunat,1570136725,,2
http://www.wikidata.org/entity/Q391524,Okan Yalabık,Turkish actor,godot8,491149994,5410,23
http://www.wikidata.org/entity/Q391524,Okan Yalabık,Turkish actor,godot8,491149994,5410,23
http://www.wikidata.org/entity/Q401766,Ahmet Aslan,Turkish musician,ahmetaslan,41317293,,5
http://www.wikidata.org/entity/Q402020,Ahmet Şık,Turkish journalist,sahmetsahmet,96955327,805904,11
http://www.wikidata.org/entity/Q422915,Sedef Avcı,Turkish actress and model,sedeffavcii,981130206,54617,17
http://www.wikidata.org/entity/Q428469,Sultan Günal-Gezer,Dutch politician,SultanGunal,108124751,1843,4
http://www.wikidata.org/entity/Q430941,Fazıl Say,Turkish pianist and composer,fsayofficial,194634136,,30
http://www.wikidata.org/entity/Q430941,Fazıl Say,Turkish pianist and composer,fazilsaymusic,366087836,347381,30
http://www.wikidata.org/entity/Q433257,Muazzez Ersoy,Turkish singer,ErsoyMuazzez,912670009,21193,14
http://www.wikidata.org/entity/Q433316,Tuba Ünsal,Turkish actress and model,tubaunsal,102672167,649028,9
http://www.wikidata.org/entity/Q434903,Gülben Ergen,Turkish singer and occasional actress,gulbenergen,89006817,4319574,16
http://www.wikidata.org/entity/Q434912,Funda Arar,Turkish singer,fundaarar,455799438,107499,11
http://www.wikidata.org/entity/Q434923,Meral Akşener,IYI Party Leader and Founder,meral_aksener,590346965,3746827,32
http://www.wikidata.org/entity/Q435749,Alpay Özalan,Turkish association football player,alpayozalan35,999395228082634752,,51
http://www.wikidata.org/entity/Q437231,Nilüfer,Turkish recording artist; pop singer,niluferresmi,http://www.wikidata.org/.well-known/genid/ce2d8fd34d86f5d86c4169b8e466033b,,19
http://www.wikidata.org/entity/Q438836,Gülçin Ergül,Turkish singer and songwriter,GulcinErgul,99768161,,8
http://www.wikidata.org/entity/Q125342,Fatma Kurtulan,Turkish politician,fkurtulan33,2504898187,,5
http://www.wikidata.org/entity/Q125697,Menekşe Toprak,Turkish author,MenekseToprak,1475721421,,2
http://www.wikidata.org/entity/Q139128,Reyhan Karaca,Turkish singer,Reyhan_Karaca,86797964,347650,15
http://www.wikidata.org/entity/Q164578,Adnan Oktar,Turkish cult leader,adnanoktar,http://www.wikidata.org/.well-known/genid/fa09d3ec0621722031ff8a6bf36bdc6c,,43
http://www.wikidata.org/entity/Q164578,Adnan Oktar,Turkish cult leader,harunyahya,http://www.wikidata.org/.well-known/genid/7be7a224e7b6d4a172c701fff6812035,,43
http://www.wikidata.org/entity/Q174961,Şevval Sam,Turkish singer and actress,sevvalsam,83192307,385095,15
http://www.wikidata.org/entity/Q178929,Uğur Dündar,Turkish journalist,ugurdundarsozcu,2260345147,2657793,8
http://www.wikidata.org/entity/Q182948,Göksel Demirpençe,Turkish singer,gokselonline,443327934,454698,9
http://www.wikidata.org/entity/Q193534,Sertab Erener,Turkish singer,sertaberener,32062132,3019017,51
http://www.wikidata.org/entity/Q202971,Cemil Çiçek,Turkish politician,CemilCicekTBMM,1481861226,,16
http://www.wikidata.org/entity/Q202978,Hüsnü Şenlendirici,Turkish musician,HsnSnlndrc,72658989,34192,7
http://www.wikidata.org/entity/Q209992,Volkan Demirel,Turkish footballer and manager,1VolkanDEMIREL,351952209,818379,47
http://www.wikidata.org/entity/Q209992,Volkan Demirel,Turkish footballer and manager,1VolkanDEMIREL,351952209,808482,47
http://www.wikidata.org/entity/Q67629,Feridun Zaimoğlu,Turkish-German writer,feridunzaimoglu,2789458587,,16
http://www.wikidata.org/entity/Q77685,Özcan Mutlu,German politician of Turkish descent,OezcanMutlu,73088949,11355,7
http://www.wikidata.org/entity/Q78046,Kurd Maverick,German House producer and DJ,kurd_maverick,150863332,12954,6
http://www.wikidata.org/entity/Q82199,Hande Yener,Turkish singer,handeyener,156954768,3525910,80
http://www.wikidata.org/entity/Q88591,Alev Korun,Austrian politician,AlevKorun,2807674700,,4
http://www.wikidata.org/entity/Q100600,Dilek Zaptçıoğlu,Turkish journalist and translator,dilekzaptcioglu,36463377,15224,3
http://www.wikidata.org/entity/Q111255,Serkan Tören,German politician,serkan_toeren,18935259,2277,5
http://www.wikidata.org/entity/Q124586,Ali Atalan,"German politician, Landtag member",aliatalan68,3110331485,61053,9
http://www.wikidata.org/entity/Q224488,Namık Tan,Turkish diplomat,NamikTan,188525034,,5
http://www.wikidata.org/entity/Q237378,Ajda Pekkan,Turkish actor and singer,Pekkan1,144634178,1561176,32
http://www.wikidata.org/entity/Q240368,Haluk Levent,Turkish singer,haluk_levent,1129369706639630336,,10
http://www.wikidata.org/entity/Q246461,Serhat Çetin,Turkish basketball player,serhatcetin15,1017250308,7558,8
http://www.wikidata.org/entity/Q246938,Hülya Avşar,Turkish actress and singer,hulyavsar,91845185,4146314,28
http://www.wikidata.org/entity/Q248059,Zülfü Livaneli,"Turkish writer, singer and film director",LivaneliZulfu,70640928,532561,23
http://www.wikidata.org/entity/Q249206,Mevlüt Çavuşoğlu,Turkish politician,MevlutCavusoglu,109226167,1224248,45
http://www.wikidata.org/entity/Q255195,Sibel Tüzün,Turkish singer,sibel_tuzun,250391204,92533,17
http://www.wikidata.org/entity/Q255645,Şebnem Ferah,Turkish singer,sebnemferah,1354113637,92284,20
http://www.wikidata.org/entity/Q256292,Nurgül Yeşilçay,Turkish actress,nrglyslcy,569964029,696933,34
http://www.wikidata.org/entity/Q259179,Gökhan Zan,Turkish footballer,gokhanzofficial,4459151115,96779,32
http://www.wikidata.org/entity/Q259405,Erkin Koray,Turkish singer-songwriter,erkin_koray,290711101,3357,13
http://www.wikidata.org/entity/Q264785,Yildiz Akdogan,politician,YildizAkdogan,34717297,5767,4
http://www.wikidata.org/entity/Q264785,Yildiz Akdogan,politician,YildizAkdogan,34717297,4952,4
http://www.wikidata.org/entity/Q270246,İpek Şenoğlu,Turkish tennis player,ipeksenoglu,54866843,23544,11
http://www.wikidata.org/entity/Q270698,Beren Saat,Turkish actress,berensaat,527702422,292395,53
http://www.wikidata.org/entity/Q270709,Hazal Kaya,Turkish actress,HazalKaya110,594564886,835636,34
http://www.wikidata.org/entity/Q272727,Çağdaş Atan,Turkish footballer,atancagdas,773768160,38734,8
http://www.wikidata.org/entity/Q272724,Çağatay Ulusoy,Turkish actor and model,cagatayulusoyy,1545689918,1684149,30
http://www.wikidata.org/entity/Q281663,Gizem Girişmen,Turkish Paralympian female archer,gizemgirismen,1122371126,,11
http://www.wikidata.org/entity/Q282782,Ceza,Turkish rapper,ceza_ed,266765762,,22
http://www.wikidata.org/entity/Q284359,Nihat Kahveci,Turkish footballer,NihatKahveci8,505172711,228620,50
http://www.wikidata.org/entity/Q288019,Gülşen,Turkish singer,gulsen,99092563,1609180,25
http://www.wikidata.org/entity/Q297480,Ömer Faruk Tekbilek,flautist (ney player),oftekbilek,951705510,,12
http://www.wikidata.org/entity/Q297516,Ömer Çelik,Turkish journalist and politician,omerrcelik,369515882,1056509,16
http://www.wikidata.org/entity/Q298146,Candan Erçetin,Turkish singer,ercetincandan,65694151,73079,26
http://www.wikidata.org/entity/Q307737,Özcan Deniz,"Turkish actor, singer, composer, writer and director",ozcandeniz,128489696,439854,24
http://www.wikidata.org/entity/Q307808,Özge Özpirinçci,Turkish actress,egzOzpirincci,246316102,892318,13
http://www.wikidata.org/entity/Q443079,Ayşegül Aldinç,"Turkish singer, actress",aysegulaldinc,427650062,283012,15
http://www.wikidata.org/entity/Q446945,Kenan Doğulu,Turkish pop musician,kenandogulu,69683823,2707625,20
http://www.wikidata.org/entity/Q447644,Seyyal Taner,"Turkish singer, actress",seyyaltaner,188247501,4400,11
http://www.wikidata.org/entity/Q448164,Meltem Cumbul,Turkish actress,MCumbulOfficial,20496758,307551,19
http://www.wikidata.org/entity/Q452485,Merve Sevi,Turkish actress,mrvsevi,255639054,73114,6
http://www.wikidata.org/entity/Q453260,Deniz Seki,Turkish singer,denizsekireal,224614420,335306,12
http://www.wikidata.org/entity/Q454067,Nazan Öncel,Turkish singer,nazan_oncel,142003006,190158,9
http://www.wikidata.org/entity/Q457760,Okan Bayülgen,Turkish actor,okanbayulgen,266644093,6851632,8
http://www.wikidata.org/entity/Q458740,Pervin Buldan,Turkish politician,pervinbuldan,385576286,565410,19
http://www.wikidata.org/entity/Q460069,Yonca Evcimik,Turkish pop singer and actress,YoncaEvcimik,41565156,766276,7
http://www.wikidata.org/entity/Q461073,Kıvanç Tatlıtuğ,Turkish actor and model,kivanctatlitug,366666686,1765680,44
http://www.wikidata.org/entity/Q461073,Kıvanç Tatlıtuğ,Turkish actor and model,kivanctatlitug,366666686,1698073,44
http://www.wikidata.org/entity/Q462705,Ali Bayramoğlu,Turkish writer,bayramogluali,231908931,280577,7
http://www.wikidata.org/entity/Q462728,Soner Yalçın,journalist and writer,hsoneryalcin,366128428,1492590,8
http://www.wikidata.org/entity/Q463541,Bengü,Turkish singer,bengu,267243593,2140489,10
http://www.wikidata.org/entity/Q463834,Sıla Gençoğlu,Turkish pop singer,silagencoglu,84620024,5703895,23
http://www.wikidata.org/entity/Q464689,Leyla Zana,Turkish activist and politician,leylazanainfo,2307397555,85108,39
http://www.wikidata.org/entity/Q464692,Aynur Doğan,Turkish singer,aynurdogan,109239701,527277,16
http://www.wikidata.org/entity/Q464692,Aynur Doğan,Turkish singer,aynurdogan,109239701,523402,16
http://www.wikidata.org/entity/Q559838,Dani Rodrik,Turkish economist,rodrikdani,271452947,145628,64
http://www.wikidata.org/entity/Q559838,Dani Rodrik,Turkish economist,rodrikdani,271452947,93525,64
http://www.wikidata.org/entity/Q576586,Osman Nuri Topbaş,Turkish writer,osmannuritopbas,529209270,,17
http://www.wikidata.org/entity/Q596388,Serdar Ortaç,Turkish singer,serdarortacs,237429727,592755,18
http://www.wikidata.org/entity/Q616094,Aydilge,Turkish musician and writer,AydilgeSarp,213079479,50460,10
http://www.wikidata.org/entity/Q616635,Tunahan Kuzu,Dutch politician,tunahankuzu,15448566,22866,16
http://www.wikidata.org/entity/Q623586,Ara Güler,Turkish photographer,araguler,109395611,,23
http://www.wikidata.org/entity/Q464856,Gülsin Onay,Turkish musician,gulsinonay,326169064,74868,12
http://www.wikidata.org/entity/Q466038,Demet Akalın,Turkish singer and former model,DemetAkalin,150566311,6612531,19
http://www.wikidata.org/entity/Q467610,Fatma Koşer Kaya,Turco-Dutch politician and lawyer,fatmad66,182429469,8206,10
http://www.wikidata.org/entity/Q469247,Eren Keskin,Turkish activist,KeskinEren1,2942160543,,18
http://www.wikidata.org/entity/Q469275,Rojda Aykoç,Turkish vocalist,RojdaSenses,3088487602,,10
http://www.wikidata.org/entity/Q469443,Vildan Atasever,Turkish actress,atasever_vildan,957213482,23148,20
http://www.wikidata.org/entity/Q469778,Nil Karaibrahimgil,Turkish singer,niltakipte,20348773,2744552,10
http://www.wikidata.org/entity/Q469980,Ekrem Dumanlı,Turkish journalist,ekremdumanli,200115775,513985,8
http://www.wikidata.org/entity/Q483409,Merve Hazer,Turkish actress,mervehazer,560737230,,1
http://www.wikidata.org/entity/Q487459,Arda Turan,Turkish association football player,ArdaTuran,2295310321,2041402,67
http://www.wikidata.org/entity/Q488200,Fethullah Gülen,"Turkish preacher, former imam, writer, and political figure",FGulencomTR,419658583,,77
http://www.wikidata.org/entity/Q488200,Fethullah Gülen,"Turkish preacher, former imam, writer, and political figure",FGulencomEN,419660743,,77
http://www.wikidata.org/entity/Q505264,Ezel Akay,"Turkish actor, film director and producer",ezop2011,364393999,107678,10
http://www.wikidata.org/entity/Q509775,Kadir Topbaş,Turkish politician,Kadir__Topbas,146778680,,19
http://www.wikidata.org/entity/Q509775,Kadir Topbaş,Turkish politician,kadir_topbas,107187377,105,19
http://www.wikidata.org/entity/Q521980,Erol Dora,Turkish politician,ErolDora,2178290473,,8
http://www.wikidata.org/entity/Q521980,Erol Dora,Turkish politician,eroldora,2178290473,,8
http://www.wikidata.org/entity/Q524050,Emine Ülker Tarhan,Turkish judge,EUTarhan,703970061829033984,671,8
http://www.wikidata.org/entity/Q524109,Fatma Şahin,Turkish chemical engineer and politician,FatmaSahin,201218863,1386276,13
http://www.wikidata.org/entity/Q525083,Seda Sayan,Turkish singerguzel,sedasayan,22762397,53457,8
http://www.wikidata.org/entity/Q651954,Olcan Adın,Turkish footballer,Olcanadin,209993924,277261,13
http://www.wikidata.org/entity/Q660599,Arif Sağ,Turkish singer,arifsagasm,1013535379,,10
http://www.wikidata.org/entity/Q690972,Mehmet Mehdi Eker,Turkish politician and veterinarian,DrMehdiEker,3832541236,,6
http://www.wikidata.org/entity/Q709859,Ferdi Tayfur,Turkish singer,FerdiiTayfur,420569769,34822,15
http://www.wikidata.org/entity/Q713194,Uğur Rıfat Karlova,Turkish actor and comedian,Karlova,66949661,1925,8
http://www.wikidata.org/entity/Q713551,Recep Akdağ,Turkish physician and politician,DrRecepAkdag,717692461,,12
http://www.wikidata.org/entity/Q713577,Gökhan Kırdar,Turkish singer,gokhankirdar,1666418359,1283,9
http://www.wikidata.org/entity/Q714518,Ali Babacan,Turkish politician,alibabacan,1907454812,,26
http://www.wikidata.org/entity/Q718581,Daron Acemoğlu,Turkish-American economist,drdaronacemoglu,2163559417,,31
http://www.wikidata.org/entity/Q534514,Cem Adrian,"Turkish musician, singer-songwriter and record producer",cemadrian,237034746,264696,13
http://www.wikidata.org/entity/Q536298,Yeşim Ustaoğlu,Turkish film director,Yesim_Ustaoglu,725744150,4755,20
http://www.wikidata.org/entity/Q540212,Ebru Polat,Turkish singer,Ebru_Polat,99192810,221348,8
http://www.wikidata.org/entity/Q541542,Aras Özbiliz,Armenian footballer,Arasozbiliz22,http://www.wikidata.org/.well-known/genid/4c6a7c4859c7f72b5c96720b269e2aa2,,25
http://www.wikidata.org/entity/Q541542,Aras Özbiliz,Armenian footballer,Arasozbiliz22,http://www.wikidata.org/.well-known/genid/4c6a7c4859c7f72b5c96720b269e2aa2,,25
http://www.wikidata.org/entity/Q541724,Yıldız Tilbe,Turkish pop singer,YildizzTilbee,163848722,3816944,21
http://www.wikidata.org/entity/Q542368,Sibel Can,Turkish singer,resmisibelcan,2308524716,64011,19
http://www.wikidata.org/entity/Q545421,Edibe Sözen,Turkish academic and politician,edibesozen,161308206,94143,6
http://www.wikidata.org/entity/Q545468,Ayben,Turkish rapper,AybenOfficial,66195506,46783,3
http://www.wikidata.org/entity/Q548064,Doğu Perinçek,Turkish politician,dogu_perincek,345231050,195312,20
http://www.wikidata.org/entity/Q552535,Ahmet Çakar,Turkish football referee,ahmetcakar1,360656100,1185910,12
http://www.wikidata.org/entity/Q552535,Ahmet Çakar,Turkish football referee,ahmetcakar1,360656100,1138302,12
http://www.wikidata.org/entity/Q554479,Hüseyin Kıvrıkoğlu,Turkish general,musul_kerkuk,767207126,893,8
http://www.wikidata.org/entity/Q555534,Cenk İldem,Turkish sport wrestler,cenkildem,390568359,2169,16
http://www.wikidata.org/entity/Q558317,Emre Aydın,Turkish singer,emreaydin,69293780,3355876,22
http://www.wikidata.org/entity/Q1229186,Eda Özerkan,Turkish actress,edaedaozerkan,1252776330,73874,6
http://www.wikidata.org/entity/Q1259496,Halit Ergenç,Turkish actor,HalitErgenc,122763212,178693,40
http://www.wikidata.org/entity/Q1267531,Dursun Çiçek,Turkish politician,drdursuncicek,2828377500,67658,3
http://www.wikidata.org/entity/Q1271123,Ogün Sanlısoy,Turkish rock singer,osanlisoy,101651293,24423,7
http://www.wikidata.org/entity/Q1271784,Bergüzar Korel,Turkish actress,brgzrkorel,836548992376909825,96,36
http://www.wikidata.org/entity/Q1285501,Esther Benbassa,French historian and politician,EstherBenbassa,414024815,19554,10
http://www.wikidata.org/entity/Q1296333,Efgani Dönmez,Austrian politician,efganidoenmez,264187690,5239,3
http://www.wikidata.org/entity/Q1337661,Emin Haluk Ayhan,Turkish politician,EminHalukAyhan,325416444,,2
http://www.wikidata.org/entity/Q1339619,Emrullah Şalk,Turkish association football player,emrullahsalk,303541170,3513,4
http://www.wikidata.org/entity/Q1339629,Emre Çolak,Turkish footballer,emrecolak1010,354225735,992926,21
http://www.wikidata.org/entity/Q1362422,Ersun Yanal,Turkish football manager,ersunyanal,186905972,452476,17
http://www.wikidata.org/entity/Q1362522,Ertuğrul Kürkcü,Turkish politician,ekurkcuHDP,280946235,389406,13
http://www.wikidata.org/entity/Q1366105,Semih Kaya,Turkish footballer,semihkaya_26,437727068,749647,25
http://www.wikidata.org/entity/Q1616864,Çağla Büyükakçay,Turkish female tennis player,CaglaBuyukakcay,194949396,47262,23
http://www.wikidata.org/entity/Q1618885,Hilmi Yarayıcı,Turkish singer,hilmiyarayici,249119981,56713,3
http://www.wikidata.org/entity/Q1649344,Ergin Ataman,Turkish basketball coach,erginataman,http://www.wikidata.org/.well-known/genid/0ad3e55c2a4ab5306005d5fd31ea5f6b,278101,18
http://www.wikidata.org/entity/Q1718466,KC Rebell,German rapper,kcrebell45,216290619,56947,8
http://www.wikidata.org/entity/Q1727327,Menderes Türel,Turkish politician,menderesturel,505680487,,5
http://www.wikidata.org/entity/Q1768960,Seda Röder,Turkish pianist,sedaroeder,22215406,,3
http://www.wikidata.org/entity/Q1817211,Len Faki,German techno producer and DJ,LenFaki,2433642259,,5
http://www.wikidata.org/entity/Q1858457,Yekta Kurtuluş,Turkish footballer,yek_35,219402065,455619,11
http://www.wikidata.org/entity/Q1884988,Mahmut Boz,Turkish footballer,mahmutboz26,1052512616,2086,4
http://www.wikidata.org/entity/Q1917355,Mehmet Günsür,Turkish actor,iammehmetgunsur,245131468,,24
http://www.wikidata.org/entity/Q1917380,Mehmet Özhaseki,Turkish politician,mehmetozhaseki,580044071,,7
http://www.wikidata.org/entity/Q1953552,Murat Ses,Turkish musician,muratses,33887988,3861,3
http://www.wikidata.org/entity/Q1955511,Mustafa Atici,Swiss politician,atici_ch,350951224,290,4
http://www.wikidata.org/entity/Q1955576,Mustafa Yıldızdoğan,"Turkish author, singer",myildizdogann,535856946,214727,2
http://www.wikidata.org/entity/Q1973627,Necdet Ünüvar,Turkish politician,necdetunuvar,154993645,,3
http://www.wikidata.org/entity/Q1974330,Sagopa Kajmer,"Turkish rap musician, songwriter, record producer and DJ",Sagopakajmerrap,83371425,437115,13
http://www.wikidata.org/entity/Q1989879,Nihat Zeybekci,Turkish politician,ZeybekciNihat,283080153,536373,12
http://www.wikidata.org/entity/Q2005326,Nuri Şahin,Turkish volleyball player,nurisahin,367971451,1301879,3
http://www.wikidata.org/entity/Q2034282,Osman Pamukoğlu,Turkish general,OPAMUKOGLU,996479081331023873,12403,7
http://www.wikidata.org/entity/Q2893604,Bedük,Turkish musician,beduk,44704034,522925,5
http://www.wikidata.org/entity/Q2910279,Berry Sakharof,Israeli musician,BerrySakharof,242648841,6231,6
http://www.wikidata.org/entity/Q2930183,Bülent Ortaçgil,Turkish singer,bulent_ortacgil,84553460,18121,9
http://www.wikidata.org/entity/Q2930192,Büşra Cansu,Turkish volleyball player,busracansu_fc,1546757436,,10
http://www.wikidata.org/entity/Q2947184,Cevdet Yılmaz,Turkish politician,_cevdetyilmaz,986911464,527525,10
http://www.wikidata.org/entity/Q1390540,Yusuf Erdoğan,Turkish footballer,Ysf032,449620614,93038,11
http://www.wikidata.org/entity/Q1395724,Selahattin Demirtaş,Turkish politician,hdpdemirtas,224609329,1822733,38
http://www.wikidata.org/entity/Q1396157,Farah Zeynep Abdullah,Turkish actress,fzaofficial,2273363682,57973,21
http://www.wikidata.org/entity/Q1401328,Mert Günok,Turkish footballer,MertGunok,222107163,314043,21
http://www.wikidata.org/entity/Q1406388,Ferman Akgül,Turkish musician,FermanAkgul,1295305304675094530,,9
http://www.wikidata.org/entity/Q1408144,Sema Moritz,Turkish musician,semamoritz,487604671,,3
http://www.wikidata.org/entity/Q1408320,Ferzende Kaya,"Turkish author, journalist and writer",ferzendekaya,911161123197603841,,3
http://www.wikidata.org/entity/Q1414108,Filiz Demirel,German politician,fildemi_filiz,http://www.wikidata.org/.well-known/genid/73cbbfa2af564a92cbeee6c1ac3ac250,,4
http://www.wikidata.org/entity/Q1415765,Yusuf Halaçoğlu,Turkish historian and politician,yusufhalacoglu,234356692,720661,10
http://www.wikidata.org/entity/Q1465755,Veysel Eroğlu,Turkish civil servant,VeyselEroglu,149044403,751735,5
http://www.wikidata.org/entity/Q1465755,Veysel Eroğlu,Turkish civil servant,VeyselEroglu,149044403,731468,5
http://www.wikidata.org/entity/Q1531410,Mercan Dede,Turkish musician,mercandede,346561638,,8
http://www.wikidata.org/entity/Q1567517,Zeynep Beserler,Turkish actress,zeynep5erler,815895480,39997,5
http://www.wikidata.org/entity/Q1575368,Hanefi Avcı,chief of police,HanefiAvci2014,2298438210,125021,5
http://www.wikidata.org/entity/Q728055,Murat Bardakçı,Turkish journalist,muratbardakci,39983902,342760,8
http://www.wikidata.org/entity/Q730284,Gökhan Gönül,Turkish footballer,_gokhangonul,252566600,2027281,25
http://www.wikidata.org/entity/Q732915,Cem Yılmaz,Turkish actor,CMYLMZ,126571977,14929712,25
http://www.wikidata.org/entity/Q735511,Yılmaz Erdoğan,"Turkish film director, screenwriter and actor",yilmazerdogan,277444134,4285706,20
http://www.wikidata.org/entity/Q735674,Osman Baydemir,"Politician, lawyer, human rights activist",baydemirosman,173734836,725219,14
http://www.wikidata.org/entity/Q738515,Necati Şaşmaz,Turkish actor,NecatiSasmaz,1732950894,103850,20
http://www.wikidata.org/entity/Q740976,Yalın,Turkish singer,yalinonline,22924311,3289648,9
http://www.wikidata.org/entity/Q741465,Mahsun Kırmızıgül,Kurdish film director and singer,mhsnkrmzgl,79449595,,16
http://www.wikidata.org/entity/Q742987,Hilmi Özkök,Turkish general,Hilmi_Ozkok_,826380611065618432,2004,9
http://www.wikidata.org/entity/Q758356,Atınç Nukan,Turkish footballer,atincnukan93,293458505,101583,14
http://www.wikidata.org/entity/Q758356,Atınç Nukan,Turkish footballer,atincnukan93,293458505,89823,14
http://www.wikidata.org/entity/Q807002,Banu Güven,Turkish journalist,banuguven,89277010,2415547,5
http://www.wikidata.org/entity/Q841465,Emre Altuğ,Turkish singer and actor (1970-),emrealt,69715849,441858,12
http://www.wikidata.org/entity/Q850739,Betül Demir,Turkish singer and composer,DemirBetul,92535705,,4
http://www.wikidata.org/entity/Q854641,Beşir Atalay,Turkish politician,Atalay_Besir,2148959436,106980,9
http://www.wikidata.org/entity/Q858026,Cansu Dere,Turkish actress,CansuDereResmi,796705958256934913,,31
http://www.wikidata.org/entity/Q861909,Pelin Karahan,Turkish actress,pelinkarahan,445629299,,17
http://www.wikidata.org/entity/Q863496,Binali Yıldırım,Turkish politician; 27th Prime Minister of Turkey,ba_yildirim,885222182,1437862,69
http://www.wikidata.org/entity/Q863496,Binali Yıldırım,Turkish politician; 27th Prime Minister of Turkey,BY,737302248338952193,2037954,69
http://www.wikidata.org/entity/Q868632,Selçuk Öztürk,Dutch politician,selcukozturknl,239535830,7751,6
http://www.wikidata.org/entity/Q872353,Ezgi Asaroğlu,Turkish actress,ezgi_asaroglu,2287822708,14980,15
http://www.wikidata.org/entity/Q927967,Cüneyt Arkın,"Turkish film actor, director, producer, screenwriter, physician, and martial artist",cuneytarkin,795940378876710912,73976,30
http://www.wikidata.org/entity/Q932036,Ata Demirer,Turkish actor and comedian,Atademirer,170428440,6750960,10
