item,itemLabel,itemDescription,twitterName,twitterID,twitterFollowers,sitelinks
http://www.wikidata.org/entity/Q47008066,Deniz Demiröz,Turkish musician,denizdemiroz,137443048,538,0
http://www.wikidata.org/entity/Q47038007,Enes Batur,Turkish vlogger and actor,enesbatur00,4604138494,784560,2
http://www.wikidata.org/entity/Q47088856,Korkut Koray,Turkish musician,k1r2t3,216655944,,0
http://www.wikidata.org/entity/Q47451363,Şirin Payzın,Turkish journalist,siring,60668913,1332741,2
http://www.wikidata.org/entity/Q47451363,Şirin Payzın,Turkish journalist,siring,60668913,1105671,2
http://www.wikidata.org/entity/Q47499794,Levent Gültekin,journalist,acikcenk,436948493,1164793,2
http://www.wikidata.org/entity/Q47501671,Mehmet Babaoğlu,Turkish politician,mbabaoglu,124995603,,1
http://www.wikidata.org/entity/Q47502381,Gülay Yedekci,Turkish politician,gulayyedekci,411395099,36600,0
http://www.wikidata.org/entity/Q48223310,Sezai Temelli,Turkish politician,SezaiTemelli,529661015,,10
http://www.wikidata.org/entity/Q48877004,Selahattin Kılıçsallayan,Turkish amateur wrestler,selo42126837,1029415953791180800,18,10
http://www.wikidata.org/entity/Q48977782,Zehra Güneş,Turkish volleyball player,guneszehraa,2238667743,968,19
http://www.wikidata.org/entity/Q49592830,Orçun Sünear,Turkish musician,sattasleo,http://www.wikidata.org/.well-known/genid/333be60913170daa7f99d2491b73786a,,0
http://www.wikidata.org/entity/Q49689816,Elifsu Sabuncu,geneticist,squintar,35177757,,0
http://www.wikidata.org/entity/Q49703809,Nil İpek Hülagü Öztürkmen,Turkish musician,nilipekkimki,2969619466,7937,2
http://www.wikidata.org/entity/Q50215460,Alp Navruz,Turkish model and actor,AlpNavruz,220394052,76294,9
http://www.wikidata.org/entity/Q50215995,Simge Pınar,Turkish musician,simgepinar,558925633,2054,0
http://www.wikidata.org/entity/Q50388016,Ezhel,Turkish rapper,ezhel06,1247707507583303683,86,10
http://www.wikidata.org/entity/Q50388720,Da Poet,,dpdapoet,83105128,45727,0
http://www.wikidata.org/entity/Q50419714,Ali Balkan Kırkpınar,,AbKountry,1705701385,,0
http://www.wikidata.org/entity/Q50433065,Kayra,Turkish rapper,zapkinus,2782656968,18189,1
http://www.wikidata.org/entity/Q50534296,Rapozof,Turkish singer,rapozof,71891623,,0
http://www.wikidata.org/entity/Q50602735,Ece Mumay,Turkish singer,ecemumay13,http://www.wikidata.org/.well-known/genid/db489c53152b0aa1ceb816c9c07e251b,,3
http://www.wikidata.org/entity/Q50629343,Deniz Gürzumar,,denizgurzumar,99155718,,0
http://www.wikidata.org/entity/Q50630319,Gazapizm,Turkish rapper,gazapizm,70223634,,6
http://www.wikidata.org/entity/Q50673634,Zehra Doğan,Turkish journalist,zehradogan_net,1402978239191080960,,19
http://www.wikidata.org/entity/Q50865186,Mehmed Özkan,Turkish scientist and academic administrator,ozkan_mehmed,3761580436,,0
http://www.wikidata.org/entity/Q50898641,Aybüke Poçan,Turkish singer,aybukepocan,837398208389201921,,0
http://www.wikidata.org/entity/Q52493245,Melis Alphan,Turkish journalist,melisalphan,15131778,445142,6
http://www.wikidata.org/entity/Q52632282,Uğurhan Özay,Turkish musician,ugurhanozay,238249036,,0
http://www.wikidata.org/entity/Q52734724,Melek Mosso,Turkish musician,MelekMosso,890850150033358848,47289,8
http://www.wikidata.org/entity/Q53724512,Hakkı Konu,Turkish Computer Engineer,hakkikonu,53933589,296,0
http://www.wikidata.org/entity/Q54492390,Gülseren Demirel,Turco-German politician,GulserenDemirel,1305640729,576,1
http://www.wikidata.org/entity/Q54804699,Hüseyin Ünübol,psychiatrist,hunubol,1241673179065651200,,0
http://www.wikidata.org/entity/Q54898358,Burak Çopur,political scientist,drburakcopur,http://www.wikidata.org/.well-known/genid/ee7a9cd549e0b128ef708e288b7f36b5,,0
http://www.wikidata.org/entity/Q55200193,Ersay Üner,Turkish pop music singer-songwriter (born 1978),Ersyunr,364322333,38712,3
http://www.wikidata.org/entity/Q55215830,Aleyna Solaker,Turkish actress,aleynasolaker,http://www.wikidata.org/.well-known/genid/9bfa3878249d412a2ecc7cbea90462a9,,6
http://www.wikidata.org/entity/Q55224254,Murat Kazanasmaz,"Turkish traffic expert, radio host",MuratKazanasmaz,96761826,,1
http://www.wikidata.org/entity/Q55433254,Aylin Sarıoğlu,Turkish women's volleyball player,aylinsarioglu,http://www.wikidata.org/.well-known/genid/5fa68d45de2ed887ccd74157724a9fd2,,6
http://www.wikidata.org/entity/Q55437281,Fuat Oktay,Vice President of Turkey,fuatoktay,895250727039369217,,25
http://www.wikidata.org/entity/Q55437281,Fuat Oktay,Vice President of Turkey,fuatoktay06,http://www.wikidata.org/.well-known/genid/87fb00f50e39564a78b21bcb14cc882d,,25
http://www.wikidata.org/entity/Q55439659,Fahrettin Koca,Turkish politician,drfahrettinkoca,1016198241417822208,,15
http://www.wikidata.org/entity/Q55439729,Bekir Pakdemirli,Turkish politician,bekirpakdemirli,233614834,288009,9
http://www.wikidata.org/entity/Q55443880,Oya Ersoy,Türk politikacı,OyaErsoy,757537039,,2
http://www.wikidata.org/entity/Q55456118,Fatih Dönmez,Turkish politician,fatih_donmez,372492884,163597,8
http://www.wikidata.org/entity/Q55456148,Ruhsar Pekcan,Turkish politician,pekcan,1016972284035305472,166017,6
http://www.wikidata.org/entity/Q55456168,Zehra Zümrüt Selçuk,Turkish politician,ZehraZumrutS,1016593091480948736,,5
http://www.wikidata.org/entity/Q55456220,Ziya Selçuk,Turkish educator and politician,ziyaselcuk,204277565,2286588,8
http://www.wikidata.org/entity/Q55526162,Mehmet Nuri Ersoy,Turkish businessman and politician,MehmetErsoyTR,1018596622744391682,,6
http://www.wikidata.org/entity/Q55791427,Ali Can,,alicanglobal,777986555516481540,6746,2
http://www.wikidata.org/entity/Q55810241,Deniz Tuzcuoğlu,Turkish musician,deniz_tuzcuoglu,162486743,3831,0
http://www.wikidata.org/entity/Q55843092,Yalçın Hafızoğlu,"Turkish Actor, Musician, Music Producer",yalcinhafizoglu,70153805,1519,0
http://www.wikidata.org/entity/Q56099249,Çağatay Akman,Turkish singer,cgtyakmn,788681877351755777,,3
http://www.wikidata.org/entity/Q56125668,Murat Kurum,Turkish politician,murat_kurum,1557959826,254439,6
http://www.wikidata.org/entity/Q56127416,Mehmet Kasapoğlu,Turkish politician,kasapoglu,1017021398362021889,250398,7
http://www.wikidata.org/entity/Q56173741,Çetin Arık,Turkish politician,drcetinarik,285163948,,2
http://www.wikidata.org/entity/Q56173745,Cemal Enginyurt,Turkish journalist and politician,cenginyurt52,990621226002518023,91694,2
http://www.wikidata.org/entity/Q56173816,Alperen Duymaz,Turkish actor,DuymazAlperen,2383606504,,10
http://www.wikidata.org/entity/Q56173856,Berker Güven,Turkish actor,berkerguvenn,772176321195696128,7348,3
http://www.wikidata.org/entity/Q56173897,Ahmet Vehbi Bakırlıoğlu,Turkish politician,AVBakirlioglu,751245967,,1
http://www.wikidata.org/entity/Q56173959,Bekir Başevirgen,Turkish politician,BasevirgenBekir,809170932568850432,,1
http://www.wikidata.org/entity/Q56174040,İrem Naz Topuz,Turkish basketball player,iremnaztopuz,392238229,2723,4
http://www.wikidata.org/entity/Q56299206,Kaan Terzioğlu,businessman,Kaan_Terzioglu,43998737,39847,1
http://www.wikidata.org/entity/Q56398381,Yağmur Ün,Turkish actress,unyagmur,397949293,15695,3
http://www.wikidata.org/entity/Q56434598,Batuhan Efemgil,Turkish judoka,judobatuhan,2637177149,,1
http://www.wikidata.org/entity/Q56434657,İlker Güldüren,judoka,guldurenilker,190242711,371,1
http://www.wikidata.org/entity/Q56550283,Orkun Işıtmak,Turkish Internet phenomenon,orkunisitmak,952058689,344277,2
http://www.wikidata.org/entity/Q56678012,Hande Mehan,Turkish singer,handemehan,944932809952714754,824,5
http://www.wikidata.org/entity/Q56841503,Candan Badem,,candanbadem,1108763210,,1
http://www.wikidata.org/entity/Q56923131,Kadir Kasirga,Swedish politician,kasirga_kadir,3398059281,224,4
http://www.wikidata.org/entity/Q57007616,Çağhan Kızıl,Turkish-German neuroscientist and geneticist,CaKizil,433558867,,1
http://www.wikidata.org/entity/Q102077347,Fulya Öztürk,Turkish journalist,fullyaozturk,1333499277981650945,,2
http://www.wikidata.org/entity/Q103788483,Selcan Doğruöz,Turkish presenter,DogruozSelcan,859874344448782336,,1
http://www.wikidata.org/entity/Q103851924,Ahmet Karademir,Turkish footballer,ahmetkrdmr_11,1115923550723039233,,3
http://www.wikidata.org/entity/Q104386780,Erçe Su Kasapoğlu,Turkish volleyball player,ercesu,294146630,,4
http://www.wikidata.org/entity/Q104586509,Dersu,Turkish singer-songwriter,derinsugokcen,1336293378863009793,,1
http://www.wikidata.org/entity/Q104721879,Sera Kadıgil,Turkish politician and lawyer,serakadigil,65907753,,4
http://www.wikidata.org/entity/Q105064547,Ebru Günay,kurdish politician in Turkey,av_ebrugunay,2495371144,,3
http://www.wikidata.org/entity/Q105080743,Nilay Dinç,astrologer,astrolognilay,1112331488035594240,,0
http://www.wikidata.org/entity/Q105265647,Fuat Seker,,fuat_seker,1516957609,,0
http://www.wikidata.org/entity/Q105533085,Dinçer Kosovalı,fashion designer,dincerkosovali8,816646572985516032,,1
http://www.wikidata.org/entity/Q105642175,Kemal Tepret,Turkish businessman,tepretkemal,1002115042458963970,,2
http://www.wikidata.org/entity/Q105642175,Kemal Tepret,Turkish businessman,tepretkemal,1002115042458963970,,2
http://www.wikidata.org/entity/Q105695161,Tolunay Acar,"Turkish influencer, actor and singer",tolunayacarr,821749971372347392,,0
http://www.wikidata.org/entity/Q106044242,Murat Memiş,politician from the Netherlands,muratmemis_sp,1145811687892799491,,0
http://www.wikidata.org/entity/Q106132319,Kemal Bülbül,Turkish teacher and politician,Kemalbulbull,2287783352,,3
http://www.wikidata.org/entity/Q106148031,Mustafa Arslan,,AvMustafaArslan,1012756658169307136,,0
http://www.wikidata.org/entity/Q106148722,Meliha Akyol,,melihaakyol77,999444477147312129,,0
http://www.wikidata.org/entity/Q106148807,Q106148807,,irfankartal_65,1000095743103897600,,0
http://www.wikidata.org/entity/Q106148808,Abdulahat Arvas,,ArvasAbdulahat,2338281961,,0
http://www.wikidata.org/entity/Q106152523,Kadim Durmaz,,kadimdurmaz,3061617953,,0
http://www.wikidata.org/entity/Q106152582,Rizgin Birlik,Turkish politician,Rizgin__Birlik,998959323664539649,,1
http://www.wikidata.org/entity/Q106154135,Mehmet Ali Cevheri,Turkish politician,malicevheri,3697574715,,1
http://www.wikidata.org/entity/Q106160148,Semiha Ekinci,TBMM 27.Dönem Sivas Milletvekili,SemihaEkinci58,524688228,,1
http://www.wikidata.org/entity/Q106162762,Muhammed Levent Bülbül,,M_Levent_Bulbul,1060502095990796289,,0
http://www.wikidata.org/entity/Q106163287,Yavuz Ergun,,mvyavuzergun,2251922490,,0
http://www.wikidata.org/entity/Q106163570,Mürsel Alban,Turkish politician,murselalban,723931803522859010,,1
http://www.wikidata.org/entity/Q106163574,Mehmet Yavuz Demir,Turkish politician,MehmetYavuzDem3,1001743701150961665,,1
http://www.wikidata.org/entity/Q106163575,Yelda Erol Gökcan,,yeldagokcan,632216962,,0
http://www.wikidata.org/entity/Q106163572,Burak Erbay,Turkish lawyer and politician,burakerbaychp,126443036,,1
http://www.wikidata.org/entity/Q106166225,Cengiz Gökçel,,cengiz_gokcel,1003701271667335171,,0
http://www.wikidata.org/entity/Q106166695,Cengiz Demirkaya,,CengizDMRKY47,1001876598247886848,,0
http://www.wikidata.org/entity/Q106167111,Tamer Akkal,,akkal_tamer,1090999679553290240,,0
http://www.wikidata.org/entity/Q106167917,Halil Etyemez,,haliletyemez,263830566,,1
http://www.wikidata.org/entity/Q106167922,Ceyda Çetin Erenler,,ceydaerenler,2694318701,,0
http://www.wikidata.org/entity/Q106182363,Semra Güzel,Turkish politician,semraguzelhdp,1000992011451760643,,2
http://www.wikidata.org/entity/Q106182360,Erdal Aydemir,Turkish politician,AvErdalAydemir,997175578112425985,,1
http://www.wikidata.org/entity/Q106182367,Habip Eksik,Turkish politician,DrHabip,384903290,,1
http://www.wikidata.org/entity/Q106182365,Sait Dede,Turkish politician,DrSaitDede,999430729917493248,,1
http://www.wikidata.org/entity/Q106182373,Züleyha Gülüm,Turkish politician,zuleyhagulum,995004347133169664,,2
http://www.wikidata.org/entity/Q106192371,Hüseyin Avni Aksoy,Turkish politician,dr_h_avniaksoy,956232320356372480,,1
http://www.wikidata.org/entity/Q106285410,Ayhan Barut,Turkish politician,AyhanBarut01,524102272,,1
http://www.wikidata.org/entity/Q106291837,Cemal Bekle,,Cbekle,999298007668584448,,0
http://www.wikidata.org/entity/Q106291851,Ednan Arslan,,ednanarslanchp,2913771958,,0
http://www.wikidata.org/entity/Q106291922,Hayati Arkaz,,ArkazHayati,1031445982574198784,,1
http://www.wikidata.org/entity/Q106291977,Emine Gülizar Emecan,,EmecanGulizar,1325784085365739528,,0
http://www.wikidata.org/entity/Q106292012,Ahmet Mücahit Arınç,Turkish politician,MucahitArinc,990477613717180416,,1
http://www.wikidata.org/entity/Q106292337,Hasan Çilez,Turkish politician,CilezHasan,1000111005597347840,,1
http://www.wikidata.org/entity/Q106292346,Arife Polat Düzgün,,apolatduzgun,894183421882269698,,0
http://www.wikidata.org/entity/Q106292495,Bekir Kuvvet Erim,,bekirkuvveterim,243705279,,0
http://www.wikidata.org/entity/Q106292507,Süleyman Bülbül,Turkish politician,avsbulbul,339184936,,1
http://www.wikidata.org/entity/Q106292514,Ensar Aytekin,,EnsarAytekin10,2180307984,,0
http://www.wikidata.org/entity/Q106292538,Feyzi Berdibek,,FeyziBerdibek1,3171143225,,0
http://www.wikidata.org/entity/Q106299752,Mustafa Esgin,,mustafaesgin016,1975535660,,0
http://www.wikidata.org/entity/Q106299769,Emine Yavuz Gözgeç,,Emine_Gozgec16,1662998840,,0
http://www.wikidata.org/entity/Q106299837,İsmail Tatlıoğlu,Turkish politician,tatliogluismail,582992631,,1
http://www.wikidata.org/entity/Q106305224,Ebubekir Bal,,EbubekirBal_,736242416198508545,,0
http://www.wikidata.org/entity/Q106305240,Fatma Aksal,,fatmaaksal,239506930,,0
http://www.wikidata.org/entity/Q106305423,Derya Bakbak,,deryabakbak27,285647449,,0
http://www.wikidata.org/entity/Q106305973,Fatih Süleyman Denizolgun,Turkish politician and engineer,fsdenizolgun,1000650710009176064,,2
http://www.wikidata.org/entity/Q106306288,Özgür Ceylan,,ozgurceylanchp,935150149894012929,,1
http://www.wikidata.org/entity/Q106306659,Metin Bulut,,metinbulut23,397378836,,0
http://www.wikidata.org/entity/Q106306663,Gürsel Erol,Turkish politician,gurselerol62,2958418811,,1
http://www.wikidata.org/entity/Q106306903,Osman Boyraz,,OsmanBoyraz,291960146,,1
http://www.wikidata.org/entity/Q106342182,Enver Ceylan,Turkish actor and musician,enverrceylan,4784250234,,0
http://www.wikidata.org/entity/Q106474956,İsmail Çiydem,Turkish photographer,ismailciydemm,2243974716,,0
http://www.wikidata.org/entity/Q106489927,Siri Canberk Varis,Influencer and Blogger,sirivaris,2738927879,,0
http://www.wikidata.org/entity/Q106577630,Derya Yanık,Turkish politician,DeryaYanik01,555292207,,6
http://www.wikidata.org/entity/Q106644100,Ahmet Tan,,ahmettan43,2265694872,,0
http://www.wikidata.org/entity/Q106648146,Mehmet Göker,,drmehmet_goker,3370821759,,1
http://www.wikidata.org/entity/Q106681922,Claire Koç,French-Turkish journalist and writer,clairekoc,322561051,,0
http://www.wikidata.org/entity/Q106691550,G4,Müzik Sanatçısı,_erengoksu_,1341071538,,0
http://www.wikidata.org/entity/Q106749201,Metin Öztürk,Turkish businessperson,metinozturk1905,1177146694233993216,,1
http://www.wikidata.org/entity/Q106765842,Furkan Contar,Turkish computer scientist and entrepreneur,furkancontar,4514270309,,0
http://www.wikidata.org/entity/Q106776984,Sebla Koçan,Turkish journalist,seblakocan,25698250,,0
http://www.wikidata.org/entity/Q106936982,Eren Göksu,Music Artist,_erengoksu_,1341071538,,0
http://www.wikidata.org/entity/Q106980599,Burcu Görek,Turkish actress,burcugorek,876322032,,0
http://www.wikidata.org/entity/Q106989700,Necip Tosun,Türk öykü yazarı,necipt,179135872,,1
http://www.wikidata.org/entity/Q107015203,Chianne,Turkish singer-songwriter,chiannemusic,111631207,,1
http://www.wikidata.org/entity/Q107290052,Uzi,Turkish rapper,elchavo1312,1012863567534714880,,4
http://www.wikidata.org/entity/Q108001568,Coşkun Çetin,Turkish businessperson,coskuncetinn,332833111,,0
http://www.wikidata.org/entity/Q108045897,Merve Çolak Dereli,Turkish internet celebrity and businesswoman,colakmerocolak,2162571374,,0
http://www.wikidata.org/entity/Q108102402,Furkan Cedimoğlu,Turkish music artist,fcedimoglu,297998980,,0
http://www.wikidata.org/entity/Q108159340,Arda Güler,Turkish association football player,10ardaguler,1292895005460312066,,13
http://www.wikidata.org/entity/Q108354810,Selçuk Uygur,Turkish writer,selcukuygur,191417948,,0
http://www.wikidata.org/entity/Q108355445,Ferit Karakaya,Turkish Twitch streamer,feritkw,356399188,,0
http://www.wikidata.org/entity/Q108525239,Mustafa Ali Karatas,Uzman Diyetisyen,mustafaalikrts,1426212583275646980,,0
http://www.wikidata.org/entity/Q108708881,Hakan Demir,German politician,hakandemirnk,2942564267,,2
http://www.wikidata.org/entity/Q109610166,Engin Koyun,Turkish businessperson and sports executive,enginkoyun41,1344576751662489600,,0
http://www.wikidata.org/entity/Q67639,Coşkun Taş,Turkish footballer,,,,12
http://www.wikidata.org/entity/Q71379,Yadé Kara,Turkish-German writer,,,,11
http://www.wikidata.org/entity/Q71388,Erol Sander,German actor,,,,10
http://www.wikidata.org/entity/Q72347,Haldun Boysan,Turkish actor,,,,8
http://www.wikidata.org/entity/Q73411,Theodor Axenfeld,German ophthalmologist (1867-1930),,,,7
http://www.wikidata.org/entity/Q73527,Arcesilaus,3rd-century BC Greek Hellenistic philosopher,,,,41
http://www.wikidata.org/entity/Q74999,Özz Nûjen,"Swedish Kurdish comedian, actor, TV host",,,,7
http://www.wikidata.org/entity/Q75063,Yaşar Yakış,Turkish diplomat,,,,10
http://www.wikidata.org/entity/Q75198,Habib Bektaş,writer,,,,6
http://www.wikidata.org/entity/Q75206,Nuray Lale,Turco-German writer,,,,7
http://www.wikidata.org/entity/Q77675,Vural Öger,Turkish-German businessman and politician,,,,9
http://www.wikidata.org/entity/Q77676,Hatice Sultan,Daughter of Ottoman Sultan Ahmed III,,,,9
http://www.wikidata.org/entity/Q77682,Lale Akgün,"German writer, former politician (SPD)",,,,9
http://www.wikidata.org/entity/Q77689,Ozan Ceyhun,German politician,,,,7
http://www.wikidata.org/entity/Q77878,Bilkay Öney,German politician,,,,6
http://www.wikidata.org/entity/Q78049,Ferhat Tunç,German musician of Turkish-Kurdish origin,,,,12
http://www.wikidata.org/entity/Q78168,Mehmet Kurtuluş,German Turkish actor,,,,15
http://www.wikidata.org/entity/Q80358,Mateja Matevski,Albanian poet,,,,17
http://www.wikidata.org/entity/Q80454,Şah Sultan,"Ottoman princess, daughter of Selim I (1507-1572)",,,,25
http://www.wikidata.org/entity/Q80612,Anaximenes of Miletus,Greek Ionian Pre-Socratic philosopher (c.586–c.526 BC),,,,87
http://www.wikidata.org/entity/Q80764,Mihrimah Sultan,"Ottoman princess, daughter of Suleiman the Magnificent and Hürrem Sultan",,,,39
http://www.wikidata.org/entity/Q82894,Okan Demiriş,orchestra conductor and composer from Turkey,,,,4
http://www.wikidata.org/entity/Q82895,Ferit Tüzün,Turkish composer,,,,7
http://www.wikidata.org/entity/Q82893,Çetin Işıközlü,"Turkish composer, conductor",,,,4
http://www.wikidata.org/entity/Q83041,Anaxagoras,5th-century BC Greek philosopher,,,,106
http://www.wikidata.org/entity/Q83100,Osman I,Ottoman sultan,,,,95
http://www.wikidata.org/entity/Q83275,Ziya Gökalp,"Ottoman Turkish poet, writer (1876-1924)",,,,39
http://www.wikidata.org/entity/Q83275,Ziya Gökalp,"Ottoman Turkish poet, writer (1876-1924)",,,,39
http://www.wikidata.org/entity/Q84508,Canan Topçu,Turkish-German writer,,,,6
http://www.wikidata.org/entity/Q85471,Alfred Schild,American physicist,,,,9
http://www.wikidata.org/entity/Q85943,Berhan Şimşek,Turkish actor,,,,3
http://www.wikidata.org/entity/Q87639,Seher Çakır,Turkish writer,,,,3
http://www.wikidata.org/entity/Q88056,Oğuz Galeli,Austrian Turkish actor,,,,5
http://www.wikidata.org/entity/Q88115,Yılmaz Arslan,"German film director, screenwriter and producer",,,,5
http://www.wikidata.org/entity/Q88623,Vahide Aydın,"Austrian politician (Greens), Member of the state parliament of Vorarlberg",,,,4
http://www.wikidata.org/entity/Q88775,Hüseyin A. Şimşek,Turkish writer,,,,4
http://www.wikidata.org/entity/Q88831,Emel Heinreich,"Turkish-Austrian actress, author and film-director",,,,6
http://www.wikidata.org/entity/Q90690,Necla Kelek,Turco-German feminist and social scientist,,,,13
http://www.wikidata.org/entity/Q90862,Haydar Zorlu,German actor,,,,4
http://www.wikidata.org/entity/Q90869,Hilmi Sözer,Turkish-German actor,,,,7
http://www.wikidata.org/entity/Q90873,Hans Lange,German musician (1884-1960),,,,6
http://www.wikidata.org/entity/Q90878,Renan Demirkan,"Turco-German actress, writer and politician",,,,8
http://www.wikidata.org/entity/Q90879,Tayfun Bademsoy,Turkish-German actor,,,,10
http://www.wikidata.org/entity/Q90880,Murat Günak,Turkish automobile designer,,,,6
http://www.wikidata.org/entity/Q90992,Kemal Kurt,German writer (1947-2002),,,,6
http://www.wikidata.org/entity/Q94120,İlhan Baran,Turkish composer (1934-2016),,,,4
http://www.wikidata.org/entity/Q96261,Murad I,Ottoman sultan,,,,77
http://www.wikidata.org/entity/Q97241,Özay Fecht,German Turkish actress and singer,,,,7
http://www.wikidata.org/entity/Q97639,Alexander Dinghas,Greek mathematician,,,,7
http://www.wikidata.org/entity/Q98255,Sinan Akkuş,"German-Turkish film director, actor, film producer and screenwriter",,,,10
http://www.wikidata.org/entity/Q98326,Adnan Maral,German Turkish actor,,,,8
http://www.wikidata.org/entity/Q98414,Bahtiyar Can Vanlı,Turkish football manager,,,,3
http://www.wikidata.org/entity/Q99293,Elif Cindik,German psychotherapist and psychiatrist,,,,2
http://www.wikidata.org/entity/Q99302,Züli Aladağ,Turco-German film producer and film director,,,,6
http://www.wikidata.org/entity/Q99310,Özgür Özata,Turco-German actor,,,,7
http://www.wikidata.org/entity/Q99314,Kemal Şahin,Turkish businessman,,,,4
http://www.wikidata.org/entity/Q99322,Mevlüt Asar,German author and translator,,,,2
http://www.wikidata.org/entity/Q100430,Kenan Kolat,Turkish German politician,,,,3
http://www.wikidata.org/entity/Q100503,Elimar von Fürstenberg,German politician (1910-1981),,,,5
http://www.wikidata.org/entity/Q100885,Mehmet Fıstık,German playwright,,,,1
http://www.wikidata.org/entity/Q104696,Tim Seyfi,Turkish actor,,,,9
http://www.wikidata.org/entity/Q104744,Buket Alakuş,Turco-German film director and screenwriter,,,,3
http://www.wikidata.org/entity/Q106089,Nuray Şahin,Turkish German film director and actress,,,,3
http://www.wikidata.org/entity/Q106098,Hakkı Çimen,writer,,,,2
http://www.wikidata.org/entity/Q106497,Hüseyin Kenan Aydın,German politician,,,,8
http://www.wikidata.org/entity/Q106748,Seyran Ateş,German lawyer and Muslim feminist,,,,17
http://www.wikidata.org/entity/Q106752,Hüseyin Erdem,Kurdish writer,,,,4
http://www.wikidata.org/entity/Q106753,Nazif Telek,German journalist (1957-2007),,,,2
http://www.wikidata.org/entity/Q107032,Gazi Çağlar,German historian,,,,2
http://www.wikidata.org/entity/Q107038,Hayati Boyacıoğlu,Turkish writer,,,,2
http://www.wikidata.org/entity/Q109238,Ercan Durmaz,German actor,,,,7
http://www.wikidata.org/entity/Q109299,Aykut Kayacık,Turco-German actor,,,,7
http://www.wikidata.org/entity/Q110126,Hrant Dink,"Turkish-Armenian newspaper editor, journalist, and columnist (1954-2007)",,,,50
http://www.wikidata.org/entity/Q110380,Michael Thumann,German journalist,,,,3
http://www.wikidata.org/entity/Q111152,Ercan Özçelik,German actor,,,,4
http://www.wikidata.org/entity/Q112868,Fırat Aydınus,Turkish football referee,,,,12
http://www.wikidata.org/entity/Q113985,Mehmet Eren Boyraz,Turkish footballer,,,,8
http://www.wikidata.org/entity/Q114487,Serdar Kurtuluş,Turkish footballer,,,,14
http://www.wikidata.org/entity/Q114749,Ahmed I,Sultan of the Ottoman Empire (1590-1617) (r. 1603-1617),,,,73
http://www.wikidata.org/entity/Q114773,Ebru Şancı,Turkish actress,,,,1
http://www.wikidata.org/entity/Q115762,Şenol Sak,Turkish painter,,,,3
http://www.wikidata.org/entity/Q116508,Oppian,2nd-century Greco-Roman poet,,,,18
http://www.wikidata.org/entity/Q116508,Oppian,2nd-century Greco-Roman poet,,,,18
http://www.wikidata.org/entity/Q116906,Josef Zisyadis,Swiss politician,,,,5
http://www.wikidata.org/entity/Q117361,Ali Zorlu,Turkish association football player,,,,3
http://www.wikidata.org/entity/Q117979,Edouard Brunner,Swiss diplomat (1932-2007),,,,5
http://www.wikidata.org/entity/Q119339,Vedat Dalokay,Turkish architect and mayor (1927-1991),,,,15
http://www.wikidata.org/entity/Q119360,Stavros Zurukzoglu,eugenicist (1896-1966),,,,4
http://www.wikidata.org/entity/Q121113,Metin Arditi,writer,,,,6
http://www.wikidata.org/entity/Q124297,Türkan Saylan,Turkish physician and activist,,,,18
http://www.wikidata.org/entity/Q124581,Helin Evrim Sommer,German politician,,,,6
http://www.wikidata.org/entity/Q124592,Gıyasettin Sayan,Turco-German politician,,,,4
http://www.wikidata.org/entity/Q125712,Ali Arslan,Turkish author and writer,,,,2
http://www.wikidata.org/entity/Q125723,Halil Gülbeyaz,German journalist,,,,2
http://www.wikidata.org/entity/Q125720,Sabiha Bânu Yalkut-Breddermann,Turkish author and writer,,,,3
http://www.wikidata.org/entity/Q125735,Ayşe Polat,German film director and writer,,,,5
http://www.wikidata.org/entity/Q125739,Yaşar Bilgin,Turco-German politician and physician,,,,3
http://www.wikidata.org/entity/Q125755,Ahmet Lokurlu,,,,,0
http://www.wikidata.org/entity/Q125760,Yüksel Pazarkaya,Turkish-German translator,,,,5
http://www.wikidata.org/entity/Q125764,Osman Engin,German author,,,,2
http://www.wikidata.org/entity/Q61357208,Yücel Bulut,"Türk Hukukçu, Politikacı ve Yazar",yclblt06,3905689939,,1
http://www.wikidata.org/entity/Q61357331,Tunç Soyer,Turkish politician and Major of İzmir,tuncsoyer,223550648,827245,8
http://www.wikidata.org/entity/Q61725605,Sevgi Uzun,Turkish basketball player,SevgUzun,482894055,4410,5
http://www.wikidata.org/entity/Q61996495,Mustafa Canbey,Turkish politician,MustafaCanbey,79732039,,0
http://www.wikidata.org/entity/Q62027177,Zeynep Ton,,zeynepton,138285632,7111,1
http://www.wikidata.org/entity/Q62055991,Ismail Küpeli,political scientist and historian,ismail_kupeli,281984152,33310,1
http://www.wikidata.org/entity/Q63197654,Burak Sevinç,Turkish actor and musician,buraksevinc_,861667507068960768,4,6
http://www.wikidata.org/entity/Q63413949,Ali Osman Erbaşı,,aliosmanerbasi,207783345,,0
http://www.wikidata.org/entity/Q63431755,Onur Kurt,Turkish volleyball player,onurkurrt,542796428,489,4
http://www.wikidata.org/entity/Q63436515,Sera Özelçi,Turkish basketball player,seraozelci,432718717,705,2
http://www.wikidata.org/entity/Q63975157,Evin Incir,Swedish politician,evinincir,1113577805256773632,2293,5
http://www.wikidata.org/entity/Q64442264,Halime Oğuz,Turco-Danish politician,Halime9Oguz,313532695,,4
http://www.wikidata.org/entity/Q64738140,Ömer Öcalan,Turkish politician,OmerOcalann,369522787,,5
